user_key,user_id,gender,age_group,country,city,registration_date,email_domain,is_premium
395,USR000395,other,55+,Japan,  ,22-09-2023,gmail.com,0
396,USR000396,MALE,25-34,Japan,  ,25-05-2021,gmail.com,yes
397,USR000397,Female,35-44,UK,City_29,03-12-2020,yahoo.com,1
398,USR000398,FEMALE,55+,Germany,N/A,16-07-2022,gmail.com,0
399,USR000399,male, 25-34,Japan,  ,14-09-2019,yahoo.com,
400,USR000400,O,35-44,Australia,City_3,09-10-2020,hotmail.com,0
401,USR000401,Female,18-24,USA,City_39,04-12-2020,outlook.com,0
402,USR000402,MALE,25 to 34,Canada,N/A,21-09-2022,gmail.com,
403,USR000403,Female,18-24 ,France,City_43,16-10-2023,,yes
404,USR000404,female,35-44,USA,,07-09-2020,yahoo.com,0
405,USR000405,female,18-24,Canada,City_31,03-11-2019,gmail.com,1
406,USR000406,,18-24,India,City_28,22-06-2020,hotmail.com,0
407,USR000407,male,55+,Germany,  ,15-11-2020,gmail.com,
408,USR000408,M, 25-34,UK,N/A,25-02-2022,gmail.com,1
409,USR000409,M,25-34,USA,N/A,03-06-2023,gmail.com,0
410,USR000410,MALE,18-24 ,USA,City_8,14-05-2021,outlook.com,0
411,USR000411,F,35-44,Mexico,N/A,03-04-2021,hotmail.com,1
412,USR000412,O, 25-34,UK,N/A,19-07-2021,gmail.com,Yes
413,USR000413,M,18-24 ,India,,24-12-2019,gmail.com,
414,USR000414,O,55+,Australia,,03-06-2022,,1
415,USR000415,MALE, 25-34,USA,N/A,01-01-2020,yahoo.com,NO
416,USR000416,male,25-34,Germany,N/A,18-03-2022,,0
417,USR000417,F,18-24,Australia,  ,28-05-2022,gmail.com,0
418,USR000418,F,45-54,Germany,  ,23-04-2019,yahoo.com,0
419,USR000419,female,45-54,France,,06-08-2021,yahoo.com,0
420,USR000420,,25 to 34,Japan,,28-11-2019,hotmail.com,1
421,USR000421,FEMALE,25 to 34,UK,  ,05-10-2019,gmail.com,1
422,USR000422,F,45-54,Canada,City_42,11-01-2023,gmail.com,1
423,USR000423,Male,,Canada,  ,10-05-2021,outlook.com,0
424,USR000424,MALE,18_24,France,  ,25-08-2021,yahoo.com,1
425,USR000425,F,18_24,Mexico,,15-06-2022,gmail.com,0
426,USR000426,F, 25-34,Japan,  ,09-07-2020,gmail.com,1
427,USR000427,Other,25-34,Australia,  ,31-03-2019,yahoo.com,0
428,USR000428,O,55+,USA,,06-06-2021,gmail.com,yes
429,USR000429,Male,18-24,Germany,,26-09-2022,hotmail.com,NO
430,USR000430,Other,18-24 ,Germany,,18-02-2019,outlook.com,
431,USR000431,F,,Canada,N/A,22-07-2019,hotmail.com,0
432,USR000432,FEMALE,18_24,USA,,05-10-2020,gmail.com,0
433,USR000433,Male, 25-34,France,N/A,04-05-2023,yahoo.com,1
434,USR000434,female,25-34,Brazil,N/A,16-06-2020,hotmail.com,1
435,USR000435,Female,,Brazil,City_22,02-08-2019,gmail.com,1
436,USR000436,F,18-24,Brazil,  ,11-04-2020,,0
437,USR000437,F, 25-34,Mexico,  ,24-11-2021,yahoo.com,
438,USR000438,,45-54,India,N/A,02-12-2019,,
439,USR000439,O,18-24,UK,N/A,16-06-2021,yahoo.com,1
440,USR000440,O,55+,Mexico,,08-01-2023,gmail.com,Yes
441,USR000441,,18_24,Japan,,22-04-2020,yahoo.com,1
442,USR000442,Other,25 to 34,India,,14-02-2022,gmail.com,1
443,USR000443,MALE,25-34,UK,  ,13-04-2021,hotmail.com,0
444,USR000444,FEMALE,45-54,Australia,,06-10-2022,gmail.com,0
445,USR000445,MALE,18_24,Brazil,,05-01-2022,gmail.com,NO
446,USR000446,Female,35-44,France,N/A,12-12-2021,,0
447,USR000447,F,55+,India,,23-03-2020,,Yes
448,USR000448,FEMALE,25 to 34,USA,  ,29-04-2020,outlook.com,yes
449,USR000449,Male, 25-34,Australia,  ,15-06-2022,gmail.com,0
450,USR000450,F,,Brazil,City_48,04-10-2019,,1
451,USR000451,female,25-34,Brazil,  ,04-07-2023,outlook.com,1
452,USR000452,other,18_24,India,  ,20-02-2020,outlook.com,0
453,USR000453,other,45-54,Germany,N/A,05-09-2023,yahoo.com,Yes
454,USR000454,F,35-44,Canada,,03-01-2022,hotmail.com,yes
455,USR000455,O,18-24 ,Germany,N/A,26-09-2022,gmail.com,1
456,USR000456,M,18_24,Brazil,City_13,18-03-2023,hotmail.com,0
457,USR000457,FEMALE,35-44,USA,N/A,25-05-2022,gmail.com,yes
458,USR000458,M,45-54,Australia,City_9,10-12-2021,yahoo.com,1
459,USR000459,Other,18_24,Canada,N/A,10-03-2021,,yes
460,USR000460,, 25-34,France,,10-10-2019,yahoo.com,0
461,USR000461,Male,18_24,USA,,14-11-2019,gmail.com,NO
462,USR000462,F,,UK,N/A,03-01-2021,gmail.com,NO
463,USR000463,Other,18-24,Canada,N/A,17-08-2022,gmail.com,yes
464,USR000464,Other,18-24,Canada,City_48,01-06-2020,yahoo.com,NO
465,USR000465,other,,France,  ,16-05-2021,hotmail.com,1
466,USR000466,Male,25 to 34,UK,  ,22-08-2022,gmail.com,
467,USR000467,male,55+,UK,N/A,23-10-2021,,Yes
468,USR000468,other,35-44,USA,N/A,23-02-2023,gmail.com,Yes
469,USR000469,F,18-24,India,City_13,12-05-2021,,NO
470,USR000470,M,18-24,UK,City_50,18-01-2020,yahoo.com,NO
471,USR000471,FEMALE,,USA,N/A,27-02-2022,yahoo.com,1
472,USR000472,M,55+,Canada,,24-04-2021,gmail.com,0
473,USR000473,Male,25 to 34,Mexico,City_5,01-06-2021,outlook.com,yes
474,USR000474,Female,55+,France,  ,27-06-2019,gmail.com,1
475,USR000475,F, 25-34,UK,,04-05-2019,gmail.com,NO
476,USR000476,female,18-24 ,USA,  ,09-04-2020,hotmail.com,0
477,USR000477,MALE,45-54,Germany,,08-01-2021,yahoo.com,0
478,USR000478,FEMALE,25 to 34,Brazil,City_44,02-04-2021,gmail.com,Yes
479,USR000479,female,18_24,France,N/A,02-02-2021,,0
480,USR000480,female,55+,Australia,N/A,15-10-2021,gmail.com,Yes
481,USR000481,F,18-24,UK,City_31,04-07-2020,gmail.com,0
482,USR000482,Female,35-44,Mexico,N/A,06-08-2022,,Yes
483,USR000483,F,18_24,France,N/A,09-02-2022,gmail.com,Yes
484,USR000484,Female,25 to 34,Japan,N/A,17-04-2019,outlook.com,1
485,USR000485,male,25-34,Canada,N/A,19-02-2022,,0
486,USR000486,FEMALE,55+,Mexico,N/A,01-10-2020,,yes
487,USR000487,Male,25-34,Canada,N/A,16-02-2020,gmail.com,1
488,USR000488,O, 25-34,Germany,  ,01-10-2021,gmail.com,0
489,USR000489,,25-34,Australia,N/A,27-08-2022,gmail.com,NO
490,USR000490,Male,35-44,Germany,,12-06-2019,hotmail.com,0
491,USR000491,female,18_24,France,  ,16-12-2022,gmail.com,0
492,USR000492,MALE,55+,Germany,  ,17-09-2020,gmail.com,0
493,USR000493,other, 25-34,USA,City_2,01-09-2023,,yes
494,USR000494,male,45-54,France,  ,01-05-2023,gmail.com,yes
495,USR000495,other,25 to 34,UK,,02-04-2022,,Yes
496,USR000496,Male,18_24,France,,26-11-2019,gmail.com,NO
497,USR000497,Male,18-24 ,Japan,N/A,20-04-2021,,
498,USR000498,MALE,18-24 ,Australia,  ,26-10-2019,gmail.com,NO
499,USR000499,MALE,55+,India,N/A,12-09-2021,gmail.com,0
500,USR000500,Male,,Japan,,19-04-2020,gmail.com,1
501,USR000501,Other,55+,Germany,,07-07-2022,,1
502,USR000502,M,45-54,Mexico,City_9,18-01-2021,,0
503,USR000503,MALE,18-24 ,Canada,City_38,09-01-2019,,NO
504,USR000504,M,18-24 ,India,  ,19-08-2022,gmail.com,Yes
505,USR000505,FEMALE,45-54,Canada,City_16,27-03-2021,gmail.com,0
506,USR000506,other,,Mexico,City_30,06-03-2019,outlook.com,yes
507,USR000507,male,25 to 34,France,  ,18-04-2019,gmail.com,0
508,USR000508,Other,18-24 ,Australia,,03-02-2023,,0
509,USR000509,MALE,18-24,Australia,City_27,08-06-2019,yahoo.com,0
510,USR000510,FEMALE,35-44,USA,City_49,01-11-2019,yahoo.com,0
511,USR000511,O,18-24,Canada,N/A,11-08-2023,hotmail.com,0
512,USR000512,Female,25 to 34,Canada,City_41,26-05-2021,gmail.com,0
513,USR000513,female,,India,  ,24-04-2021,yahoo.com,0
514,USR000514,M,18-24,Australia,City_3,31-10-2023,hotmail.com,1
515,USR000515,Other,18-24,Canada,City_3,07-08-2020,yahoo.com,1
516,USR000516,Other,35-44,Germany,,18-10-2023,outlook.com,Yes
517,USR000517,O, 25-34,Australia,City_27,10-03-2021,gmail.com,yes
518,USR000518,O,18_24,France,City_2,27-07-2022,outlook.com,1
519,USR000519,male,,UK,N/A,23-08-2023,outlook.com,yes
520,USR000520,M, 25-34,India,,16-03-2019,gmail.com,NO
521,USR000521,Female,18_24,Japan,  ,14-04-2022,yahoo.com,
522,USR000522,male,25-34,India,  ,26-06-2023,yahoo.com,yes
523,USR000523,Other,25-34,Australia,N/A,07-06-2021,hotmail.com,yes
524,USR000524,Male,18_24,France,,04-06-2019,outlook.com,1
525,USR000525,Female,18-24,UK,  ,06-08-2020,,0
526,USR000526,Other,,USA,,23-05-2022,outlook.com,yes
527,USR000527,other,25-34,UK,N/A,23-05-2023,yahoo.com,1
528,USR000528,F,18-24 ,UK,,16-03-2019,hotmail.com,NO
529,USR000529,F, 25-34,Germany,  ,06-03-2022,hotmail.com,Yes
530,USR000530,O,25 to 34,Japan,N/A,22-10-2023,yahoo.com,NO
531,USR000531,MALE,18-24 ,Japan,City_31,21-06-2019,gmail.com,0
532,USR000532,male, 25-34,UK,N/A,14-01-2019,yahoo.com,0
533,USR000533,Other,35-44,USA,N/A,07-04-2019,gmail.com,yes
534,USR000534,O,18-24,Australia,N/A,08-05-2022,gmail.com,Yes
535,USR000535,other,25-34,Japan,,06-08-2019,gmail.com,NO
536,USR000536,MALE,,India,City_10,30-05-2021,gmail.com,1
537,USR000537,male,18-24 ,Japan,City_14,14-03-2021,hotmail.com,1
538,USR000538,O,45-54,France,,29-12-2020,yahoo.com,yes
539,USR000539,Female,,Canada,N/A,06-09-2023,yahoo.com,0
540,USR000540,other,18-24,USA,  ,25-09-2022,yahoo.com,0
541,USR000541,Other,45-54,Brazil,,29-04-2022,gmail.com,Yes
542,USR000542,male,18-24,Australia,N/A,23-11-2023,gmail.com,
543,USR000543,Other,55+,Mexico,  ,23-10-2020,outlook.com,yes
544,USR000544,Male,18-24 ,UK,,24-09-2020,outlook.com,0
545,USR000545,female,45-54,USA,N/A,26-11-2020,yahoo.com,NO
546,USR000546,,25-34,France,,28-09-2020,yahoo.com,1
547,USR000547,F,25 to 34,UK,City_19,15-01-2023,outlook.com,Yes
548,USR000548,other,55+,USA,City_3,24-05-2020,gmail.com,
549,USR000549,female,45-54,Mexico,,21-03-2019,gmail.com,0
550,USR000550,male,45-54,UK,N/A,22-04-2019,gmail.com,1
551,USR000551,,,Japan,City_43,16-07-2019,hotmail.com,0
552,USR000552,other,18-24 ,Mexico,  ,29-08-2021,,0
553,USR000553,female,18-24,Australia,N/A,28-11-2021,gmail.com,yes
554,USR000554,Male,55+,Canada,  ,16-11-2023,,1
555,USR000555,F,,Mexico,City_6,04-07-2020,yahoo.com,
556,USR000556,FEMALE,25 to 34,India,  ,16-10-2023,gmail.com,0
557,USR000557,male,45-54,France,,30-03-2021,gmail.com,yes
558,USR000558,F,18-24,Mexico,N/A,24-09-2019,yahoo.com,Yes
559,USR000559,female,45-54,France,N/A,02-09-2022,,1
560,USR000560,other, 25-34,Brazil,,14-02-2023,hotmail.com,yes
561,USR000561,FEMALE,25-34,Germany,City_47,16-11-2023,outlook.com,0
562,USR000562,O,55+,Australia,,02-10-2021,outlook.com,0
563,USR000563,M,25 to 34,Mexico,  ,29-01-2023,gmail.com,1
564,USR000564,F,18_24,Mexico,,02-09-2020,gmail.com,1
565,USR000565,M,,France,,01-11-2023,gmail.com,
566,USR000566,O,35-44,Brazil,City_1,05-04-2023,gmail.com,0
567,USR000567,,18_24,France,City_4,25-08-2022,hotmail.com,NO
568,USR000568,other,45-54,India,City_47,15-11-2022,outlook.com,0
569,USR000569,Female,25 to 34,UK,City_38,17-11-2019,gmail.com,1
570,USR000570,Other,25 to 34,UK,,06-07-2023,gmail.com,0
571,USR000571,,25 to 34,India,N/A,11-08-2023,gmail.com,Yes
572,USR000572,FEMALE,35-44,Japan,City_34,09-01-2019,gmail.com,Yes
573,USR000573,FEMALE,25-34,India,City_47,17-08-2022,gmail.com,
574,USR000574,F,25 to 34,Mexico,City_20,06-10-2020,hotmail.com,Yes
575,USR000575,O,35-44,Germany,,06-01-2020,gmail.com,0
576,USR000576,Other,25-34,France,  ,10-08-2023,,
577,USR000577,Female,35-44,Australia,  ,02-01-2023,hotmail.com,NO
578,USR000578,female,55+,Mexico,,25-09-2019,yahoo.com,Yes
579,USR000579,MALE,25 to 34,Brazil,City_40,27-11-2020,gmail.com,
580,USR000580,male,45-54,France,,24-09-2022,outlook.com,1
581,USR000581,Female,18_24,Brazil,  ,13-10-2022,gmail.com,0
582,USR000582,FEMALE,55+,UK,,31-01-2022,,NO
583,USR000583,MALE,45-54,Brazil,N/A,14-03-2022,gmail.com,0
584,USR000584,FEMALE,18-24,Mexico,N/A,03-11-2021,outlook.com,1
585,USR000585,Other,18_24,Japan,,26-07-2021,gmail.com,1
586,USR000586,Other,25 to 34,Mexico,N/A,06-11-2022,yahoo.com,
587,USR000587,other,55+,France,,16-08-2023,yahoo.com,yes
588,USR000588,F,18_24,France,City_35,09-02-2020,,1
589,USR000589,female,,USA,City_33,26-04-2019,hotmail.com,
590,USR000590,Male,18-24,USA,,19-10-2021,hotmail.com,1
591,USR000591,FEMALE, 25-34,Brazil,N/A,04-05-2023,gmail.com,Yes
592,USR000592,female,18-24,Japan,City_34,11-02-2020,gmail.com,0
593,USR000593,M,18-24 ,Canada,  ,20-11-2019,gmail.com,0
594,USR000594,FEMALE, 25-34,France,N/A,12-08-2019,gmail.com,0
595,USR000595,MALE, 25-34,France,  ,23-04-2021,outlook.com,
596,USR000596,female,55+,Canada,N/A,23-03-2021,gmail.com,Yes
597,USR000597,Female,25-34,India,  ,03-02-2021,hotmail.com,1
598,USR000598,female,18_24,Canada,,09-08-2023,outlook.com,1
599,USR000599,Female,,USA,City_5,05-05-2023,gmail.com,1
600,USR000600,Other,,Japan,  ,29-03-2021,yahoo.com,Yes
601,USR000601,O,18-24 ,UK,,12-03-2022,gmail.com,
602,USR000602,Female,18_24,Germany,,06-08-2019,,yes
603,USR000603,,18-24,France,N/A,04-04-2019,hotmail.com,NO
604,USR000604,Male,45-54,Australia,,15-03-2023,hotmail.com,1
605,USR000605,,18-24,Canada,N/A,05-07-2021,gmail.com,0
606,USR000606,MALE,55+,Australia,  ,02-05-2019,outlook.com,0
607,USR000607,male, 25-34,Canada,City_9,08-07-2022,hotmail.com,1
608,USR000608,MALE,18_24,Germany,City_36,25-12-2021,gmail.com,0
609,USR000609,O,,France,  ,22-10-2022,gmail.com,0
610,USR000610,F,18-24 ,UK,N/A,29-09-2022,gmail.com,0
611,USR000611,FEMALE,18-24,India,,07-04-2021,,1
612,USR000612,, 25-34,Mexico,N/A,19-03-2023,gmail.com,0
613,USR000613,MALE,45-54,Canada,  ,15-05-2019,yahoo.com,0
614,USR000614,O,18-24 ,Brazil,City_42,06-11-2023,yahoo.com,0
615,USR000615,FEMALE,25-34,Australia,City_49,30-08-2019,gmail.com,1
616,USR000616,other,25 to 34,USA,N/A,25-07-2023,gmail.com,1
617,USR000617,O,18-24,Mexico,N/A,10-10-2021,hotmail.com,0
618,USR000618,FEMALE,45-54,USA,City_45,10-07-2019,yahoo.com,
619,USR000619,FEMALE, 25-34,Canada,N/A,13-03-2020,yahoo.com,
620,USR000620,Male,25-34,Canada,N/A,02-10-2022,gmail.com,Yes
621,USR000621,male,45-54,Mexico,,01-06-2020,,Yes
622,USR000622,Female,45-54,France,,02-01-2019,gmail.com,NO
623,USR000623,MALE,35-44,Canada,  ,02-08-2022,,1
624,USR000624,F,18-24 ,Australia,City_2,28-10-2019,gmail.com,Yes
625,USR000625,O,55+,France,N/A,02-01-2021,gmail.com,Yes
626,USR000626,MALE,25-34,UK,,10-03-2019,,NO
627,USR000627,Female,25-34,Mexico,N/A,15-02-2019,outlook.com,Yes
628,USR000628,other,18-24,Mexico,,13-04-2021,hotmail.com,1
629,USR000629,Other,,Australia,N/A,06-07-2020,outlook.com,NO
630,USR000630,female, 25-34,France,N/A,27-12-2019,outlook.com,Yes
631,USR000631,FEMALE,18-24,Canada,City_29,30-10-2019,gmail.com,NO
632,USR000632,,25 to 34,UK,,27-07-2021,gmail.com,0
633,USR000633,,18-24 ,UK,N/A,11-05-2021,gmail.com,
634,USR000634,female,55+,Japan,N/A,04-06-2023,hotmail.com,1
635,USR000635,F,45-54,France,,10-06-2020,yahoo.com,0
636,USR000636,O,25-34,Mexico,City_12,17-05-2020,hotmail.com,
637,USR000637,,,Germany,  ,27-09-2020,,yes
638,USR000638,female,45-54,Canada,,01-09-2023,gmail.com,NO
639,USR000639,female,18-24 ,India,City_21,24-03-2022,gmail.com,0
640,USR000640,O,18-24,France,  ,16-08-2022,gmail.com,yes
641,USR000641,FEMALE,18-24 ,Japan,N/A,19-09-2020,,0
642,USR000642,Female,18_24,France,N/A,12-04-2023,outlook.com,yes
643,USR000643,Female,45-54,India,N/A,07-10-2022,gmail.com,1
644,USR000644,Female,25-34,Australia,N/A,27-04-2021,gmail.com,yes
645,USR000645,MALE,25 to 34,UK,  ,24-11-2020,hotmail.com,0
646,USR000646,male,25 to 34,Germany,,15-10-2019,hotmail.com,0
647,USR000647,O,,Japan,  ,01-06-2021,gmail.com,1
648,USR000648,MALE,25-34,India,City_48,11-10-2022,gmail.com,0
649,USR000649,female,,Brazil,City_21,05-11-2022,hotmail.com,1
650,USR000650,male,25 to 34,India,  ,30-12-2020,gmail.com,
651,USR000651,O,25-34,Japan,N/A,05-05-2019,gmail.com,1
652,USR000652,,25-34,Australia,N/A,02-10-2023,outlook.com,1
653,USR000653,O,18-24,Australia,N/A,17-10-2020,outlook.com,
654,USR000654,M,18-24,Mexico,,30-01-2020,,1
655,USR000655,MALE, 25-34,Japan,City_37,05-08-2020,,1
656,USR000656,MALE,18-24 ,Canada,  ,19-10-2021,gmail.com,
657,USR000657,O,25-34,Mexico,  ,01-10-2021,,yes
658,USR000658,FEMALE,35-44,India,N/A,08-10-2022,gmail.com,yes
659,USR000659,Female,18-24,India,City_6,07-10-2023,,0
660,USR000660,O,,USA,N/A,23-06-2020,hotmail.com,1
661,USR000661,Other,18-24,UK,City_3,12-06-2019,gmail.com,
662,USR000662,,55+,Brazil,  ,17-06-2019,hotmail.com,1
663,USR000663,Other,25 to 34,France,City_50,22-04-2021,,0
664,USR000664,Female, 25-34,UK,,31-01-2019,hotmail.com,Yes
665,USR000665,male,25-34,Japan,  ,18-11-2019,hotmail.com,0
666,USR000666,MALE,25-34,Japan,,07-11-2021,gmail.com,
667,USR000667,Female,18-24,Brazil,N/A,04-02-2021,gmail.com,0
668,USR000668,MALE,18_24,Brazil,N/A,06-12-2022,yahoo.com,0
669,USR000669,female,18-24,UK,N/A,19-03-2022,yahoo.com,Yes
670,USR000670,M,55+,France,,02-12-2023,yahoo.com,1
671,USR000671,Female, 25-34,Australia,City_42,22-12-2020,hotmail.com,0
672,USR000672,Male, 25-34,Canada,,29-01-2020,outlook.com,yes
673,USR000673,O,25-34,Mexico,,08-01-2023,outlook.com,0
674,USR000674,,25 to 34,Australia,City_2,14-09-2023,,Yes
675,USR000675,M, 25-34,Germany,,30-01-2022,gmail.com,
676,USR000676,Female,45-54,UK,City_22,05-01-2022,,
677,USR000677,Male,25 to 34,Japan,N/A,16-01-2023,gmail.com,Yes
678,USR000678,Male,25 to 34,Mexico,City_41,17-10-2021,gmail.com,
679,USR000679,,18-24,Brazil,  ,04-12-2020,outlook.com,
680,USR000680,Female,,UK,City_11,05-01-2021,gmail.com,yes
681,USR000681,O, 25-34,Germany,  ,12-05-2022,gmail.com,
682,USR000682,M,,UK,,02-08-2022,gmail.com,0
683,USR000683,other, 25-34,France,,22-02-2022,outlook.com,Yes
684,USR000684,FEMALE,25 to 34,Mexico,N/A,07-10-2021,yahoo.com,0
685,USR000685,male,25 to 34,Brazil,,10-10-2020,hotmail.com,1
686,USR000686,Male,25-34,Australia,City_8,28-02-2022,gmail.com,Yes
687,USR000687,Other,18-24 ,Germany,,22-02-2023,gmail.com,0
688,USR000688,Female,18-24,Germany,City_3,19-01-2020,gmail.com,1
689,USR000689,FEMALE,,France,,02-05-2019,outlook.com,1
690,USR000690,FEMALE,18_24,Mexico,,17-06-2020,yahoo.com,
691,USR000691,FEMALE,18-24 ,USA,,22-01-2023,gmail.com,NO
692,USR000692,female,25 to 34,Japan,N/A,23-05-2019,outlook.com,yes
693,USR000693,M,45-54,Australia,  ,10-10-2022,yahoo.com,1
694,USR000694,Male,25-34,UK,N/A,06-12-2020,outlook.com,yes
695,USR000695,Female,25-34,Brazil,,23-10-2020,,NO
696,USR000696,FEMALE,18-24,USA,  ,02-12-2019,gmail.com,
697,USR000697,male,25 to 34,Japan,  ,05-06-2023,gmail.com,1
698,USR000698,male,25-34,UK,City_32,20-12-2021,hotmail.com,0
699,USR000699,F,25 to 34,France,  ,19-02-2023,yahoo.com,1
700,USR000700,FEMALE,45-54,Japan,N/A,26-05-2023,hotmail.com,yes
701,USR000701,male,25 to 34,Canada,  ,18-09-2023,yahoo.com,0
702,USR000702,Other,35-44,UK,N/A,04-12-2019,gmail.com,NO
703,USR000703,other,18_24,Japan,City_17,12-04-2023,hotmail.com,0
704,USR000704,other,55+,Australia,N/A,12-04-2020,hotmail.com,yes
705,USR000705,Male,18-24 ,UK,N/A,12-04-2019,hotmail.com,yes
706,USR000706,M, 25-34,Mexico,  ,09-07-2023,gmail.com,0
707,USR000707,M,,UK,  ,01-11-2023,outlook.com,yes
708,USR000708,Other,25 to 34,Australia,  ,22-07-2019,gmail.com,1
709,USR000709,Female,,Mexico,  ,28-03-2021,outlook.com,0
710,USR000710,male,35-44,Germany,City_22,14-07-2020,yahoo.com,0
711,USR000711,MALE,45-54,Germany,N/A,01-02-2023,yahoo.com,yes
712,USR000712,male,35-44,Japan,N/A,18-04-2020,yahoo.com,Yes
713,USR000713,,18-24,France,N/A,11-02-2019,gmail.com,yes
714,USR000714,F,18-24,Mexico,,11-09-2022,gmail.com,yes
715,USR000715,Other,35-44,Japan,  ,19-05-2020,yahoo.com,1
716,USR000716,Other,55+,USA,,08-07-2022,gmail.com,0
717,USR000717,Other,25 to 34,Germany,,02-10-2019,outlook.com,NO
718,USR000718,MALE, 25-34,France,  ,20-05-2022,yahoo.com,0
719,USR000719,,18_24,USA,N/A,10-10-2021,gmail.com,yes
720,USR000720,F,18-24 ,France,,26-07-2021,gmail.com,0
721,USR000721,FEMALE,55+,Australia,N/A,14-12-2022,gmail.com,0
722,USR000722,FEMALE,25 to 34,Japan,N/A,25-07-2020,gmail.com,NO
723,USR000723,Female,18_24,Japan,  ,26-08-2020,gmail.com,
724,USR000724,Other,35-44,India,  ,10-08-2022,,NO
725,USR000725,F,35-44,Canada,,06-05-2023,gmail.com,Yes
726,USR000726,Female,,France,N/A,11-08-2020,hotmail.com,
727,USR000727,Other,55+,Brazil,  ,10-04-2020,yahoo.com,Yes
728,USR000728,Other,25 to 34,Australia,N/A,11-04-2020,,
729,USR000729,Male,18-24 ,France,  ,08-05-2023,gmail.com,yes
730,USR000730,Other,55+,Japan,,09-01-2023,gmail.com,yes
731,USR000731,O,18-24 ,India,N/A,25-10-2019,gmail.com,yes
732,USR000732,male,18-24,Mexico,,29-04-2022,gmail.com,1
733,USR000733,MALE,18_24,Japan,  ,09-12-2022,gmail.com,Yes
734,USR000734,other,25 to 34,Canada,,25-09-2020,gmail.com,yes
735,USR000735,MALE,35-44,Brazil,N/A,07-12-2020,,NO
736,USR000736,Female,18-24,Brazil,  ,22-10-2022,gmail.com,1
737,USR000737,other,45-54,Germany,City_35,24-07-2021,yahoo.com,NO
738,USR000738,male,18_24,India,City_23,11-12-2021,outlook.com,NO
739,USR000739,M,18_24,Germany,  ,27-05-2021,hotmail.com,0
740,USR000740,MALE,18-24,Brazil,City_21,18-10-2021,yahoo.com,1
741,USR000741,M, 25-34,Mexico,City_24,20-11-2022,gmail.com,0
742,USR000742,,18-24 ,USA,,10-08-2022,hotmail.com,0
743,USR000743,male,45-54,France,  ,07-02-2023,outlook.com,NO
744,USR000744,M,45-54,Mexico,N/A,01-08-2020,gmail.com,yes
745,USR000745,Male,45-54,USA,City_11,04-12-2023,gmail.com,0
746,USR000746,F,25-34,USA,N/A,19-12-2022,gmail.com,
747,USR000747,FEMALE,18-24 ,Canada,  ,21-04-2019,yahoo.com,1
748,USR000748,O,45-54,Mexico,,27-08-2020,,1
749,USR000749,Other,,Canada,City_37,21-10-2023,outlook.com,NO
750,USR000750,FEMALE,,UK,N/A,25-08-2021,,0
751,USR000751,Female,25 to 34,India,,19-07-2021,yahoo.com,0
752,USR000752,Male,18-24 ,Germany,N/A,23-09-2019,gmail.com,0
753,USR000753,MALE,25 to 34,France,  ,20-06-2020,,0
754,USR000754,Female,25 to 34,Japan,  ,27-07-2022,outlook.com,
755,USR000755,O,18-24 ,Mexico,City_43,27-07-2022,gmail.com,NO
756,USR000756,Female,25 to 34,Germany,City_16,15-04-2023,,0
757,USR000757,O,55+,Brazil,N/A,16-03-2021,gmail.com,1
758,USR000758,FEMALE, 25-34,India,  ,13-01-2023,yahoo.com,0
759,USR000759,male,18-24 ,USA,  ,15-07-2020,yahoo.com,
760,USR000760,other,35-44,Japan,  ,24-06-2022,yahoo.com,
761,USR000761,MALE,25-34,Germany,,11-09-2021,hotmail.com,0
762,USR000762,Female,,Australia,City_45,04-11-2019,gmail.com,yes
763,USR000763,other,18-24,Brazil,  ,31-05-2023,gmail.com,Yes
764,USR000764,Other,,USA,,13-11-2023,outlook.com,0
765,USR000765,other,45-54,Japan,City_36,05-06-2023,outlook.com,0
766,USR000766,MALE,18-24,Brazil,,21-02-2023,yahoo.com,1
767,USR000767,F,45-54,Canada,,08-07-2023,gmail.com,yes
